Year,ISO_Code,Countries,Economic Freedom Summary Index,Rank,Quartile,Government consumption,Transfers and subsidies,Government investment,Top marginal income tax rate,Top marginal income and payroll tax rate,Top marginal tax rate,State ownership of assets,Size of Government,Judicial independence,Impartial courts,Protection of property rights,Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Legal System & Property Rights,Money growth,Standard deviation of inflation,Inflation: Most recent year, Freedom to own foreign currency bank accounts,Sound Money,Revenue from trade taxes (% of trade sector),Mean tariff rate,Standard deviation of tariff rates,Tariffs,Non-tariff trade barriers,Compliance costs of importing and exporting,Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to Trade Internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Regulatory Burden,Starting a business,Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation
2014,COG,"Congo, Rep. of",4.75,157,4,4.49,9.9,0,4,2,3,5.91,4.66,3.07,3.67,,0,3.33,3.01,5.02,,,2.59,8.2,5.52,9.98,0,5.92,9.35,6.38,6.16,7.3,,0,0,10,5.82,1.54,1.55,2.97,5.07,0,9.47,9,6.16,1.1,,,4,7.53,10,5.66,,0,7.5,,8.23,3.25,4.74,5.52
2014,COL,Colombia,6.7,93,3,6.54,7.21,10,7,2,4.5,7.14,7.08,2.82,3.43,5.09,3.33,3.33,2.22,9.04,5.07,2.9,3.86,9.01,9.16,9.42,5,8.15,8.9,8.84,6.33,8.02,4.16,3.63,3.89,10,5.88,1.54,9.62,5.68,6.9,10,9.28,10,9.76,8.9,4.5,6.93,10,4.82,1,6.03,2.7,8,9.57,3.12,9.72,7.32,6.74,7.51
2014,CPV,Cape Verde,6.99,79,2,5.17,9.36,7,7,3,5,7.78,6.86,5.5,3.87,5.07,7.39,,6.06,8.86,5.71,4.96,5.93,9.93,9.15,9.95,5,8.51,7.25,7.98,4.83,6.69,5.17,5.38,5.27,10,5.68,2.73,10,6.14,7.02,10,7.11,10,9.04,3.9,3.94,6.51,8,2.52,1,4.31,4.31,3.78,9.52,4.92,8.63,7.98,6.52,6.62
2014,CRI,Costa Rica,7.41,46,2,5.44,8.53,8,9,4,6.5,7.18,7.13,6.8,4.78,5.98,10,5,3.52,8.52,6.59,5.27,5.85,9.21,9.36,9.1,10,9.42,8.77,8.88,6.28,7.98,5.42,7.47,6.44,10,7.86,6.92,9.29,8.03,8.11,5,5.8,9,6.6,2.23,5.8,6.84,8,5.67,10,6.42,3.12,4.89,9.12,4.72,8.99,8.31,6.52,6.52
2014,CYP,Cyprus,7.31,53,2,6.35,6.02,8,7,6,6.5,8.59,7.09,6.21,4.66,5.78,8.33,8.33,4,6.41,6.2,7.95,6.1,9.83,9.36,9.73,0,7.23,9.82,8.94,6.54,8.43,7.3,9.31,8.31,10,6.94,6.92,7.74,7.2,8.49,10,9.9,10,9.97,5.57,4.93,5.81,10,10,0,6.05,4.96,8.44,9.62,4.88,5,8.37,6.88,7.63
2014,CZE,Czech Rep.,7.65,30,1,3.22,4.81,8,9,4,6.5,8.41,6.19,5.47,3.91,5.69,10,8.33,3.86,8.1,5.11,7.03,6.13,8.95,9.36,9.93,10,9.56,9.82,8.94,6.54,8.43,8.19,9.96,9.08,10,7.71,3.08,7.74,6.18,8.42,10,9.63,10,9.88,8.9,3.71,7.68,10,7.76,10,8.01,3.02,7.33,9.45,3.86,6.89,5.46,6,7.96
2014,DEU,Germany,7.85,19,1,4.07,3.14,10,5,5,5,10,6.44,7.97,7.03,8.02,10,8.33,6.36,7.06,8.19,6.62,7.73,8.86,9.75,9.82,10,9.61,9.81,8.94,6.54,8.43,6.84,9.18,8.01,10,6.87,3.08,7.74,5.9,8.08,5,10,10,8.33,5.57,2.48,3.13,8,6.25,10,5.91,4.81,9.56,9.53,6.72,9.35,7.56,7.92,7.39
2014,DNK,Denmark,7.92,15,1,1.36,4.47,8,3,2,2.5,6.96,4.66,8.8,5.97,7.89,10,10,5.96,9.73,8.4,7.08,8.2,9.48,9.47,9.89,10,9.71,9.82,8.94,6.54,8.43,7.36,9.96,8.66,10,7.32,6.92,7.74,7.33,8.61,10,10,10,10,10,8.12,5.68,8,10,3,7.47,3.87,7.56,9.85,7.42,9.87,8.54,7.85,8.44
2014,DOM,Dominican Republic,7.01,77,2,7.77,9.22,0,9,7,8,7.82,6.56,2.65,3.45,5.02,5,4.17,4.51,7.93,2.6,3.8,4.35,9.55,9.16,9.4,10,9.53,8.89,8.54,6.44,7.96,4.82,8.87,6.84,10,7.14,3.85,10,6.99,7.95,5,8.32,10,7.77,5.57,5,7.45,8,2.78,10,6.47,3.51,4.44,9.23,2.91,7.91,6.46,5.74,6.66
2014,DZA,Algeria,5.14,152,4,1.53,7.82,4,7,2,4.5,2.07,3.98,3.9,3.87,4.58,4.17,5,4.51,6.63,5.12,5.43,4.35,7.92,6.48,9.42,5,7.2,8.48,6.24,5.79,6.84,5.95,0,2.97,7.18,3.87,0,1.11,1.66,4.66,0,8.46,10,6.15,5.57,3.66,4.91,6,7.76,3,5.15,3.84,1.33,9.17,3.32,7.59,5.68,5.16,5.49
2014,ECU,Ecuador,5.69,140,4,6.03,9.59,0,7,4,5.5,6.12,5.45,1.84,2.59,4.89,2.5,4.17,4.38,8.66,4.41,4.52,3.93,8.97,9.2,9.29,0,6.86,6.53,7.62,4.72,6.29,2.84,3.4,3.12,10,3.63,3.08,10,5.57,6.24,8,9.81,10,9.27,4.43,2.4,5.43,6,0.64,3,3.65,2.06,3.11,8.15,,9.06,2.67,5.01,5.98
2014,EGY,Egypt,5.63,141,4,8.04,6.34,2,8,5,6.5,1.99,4.97,5.91,4.04,4.9,1.67,5,3.41,8.61,3.89,3.2,3.54,7.88,9.47,7.97,10,8.83,8.5,6.64,0,5.05,4.79,2.41,3.6,9.48,6.67,4.62,5.2,5.5,5.91,2,0,10,4,10,4.71,7.06,8,0.64,0,5.07,4.18,1.33,9.66,5.08,8,5.61,5.64,4.9
2014,ESP,Spain,7.53,38,1,4.41,4.35,10,4,4,4,7.52,6.06,4.23,4.03,5.56,8.33,8.33,5.5,7.76,8.01,7.08,6.54,9.62,9.76,9.97,10,9.84,9.81,8.94,6.54,8.43,6.56,9.96,8.26,10,6.63,3.08,7.74,5.82,8.13,10,7.02,10,9.01,2.23,2.85,4.97,8,5.06,10,5.52,2.91,7.56,9.45,4.49,7.57,8.23,6.7,7.08
2014,EST,Estonia,7.85,19,1,3.72,6.44,7,9,4,6.5,7.47,6.22,7.8,5.63,7.29,8.33,6.67,5.93,9.5,7.11,7.43,7.3,6.95,9.6,9.97,10,9.13,9.82,8.94,6.54,8.43,7.9,9.88,8.89,10,7.43,5.38,7.74,6.85,8.54,10,10,10,10,6.67,4.26,8.66,4,9.26,3,5.97,5.03,9.56,9.82,6.61,9.26,9.09,8.23,8.07
2014,ETH,Ethiopia,5.35,148,4,8.34,9.11,2,7,3,5,3.74,5.64,3.94,4.03,4.55,1.67,7.5,5.55,7.01,4.63,5.79,4.49,8.66,4.69,8.52,0,5.47,3.17,6.54,5.29,5,4.78,0.99,2.89,10,5.15,0,0.22,1.79,4.92,2,10,5,5.67,6.67,4.99,6.77,10,7.05,10,7.58,3.96,1.33,8.14,3.89,8.81,6.57,5.45,6.23
2014,FIN,Finland,7.87,18,1,2.66,3.67,8,4,3,3.5,6.45,4.86,9.32,8.05,9.04,10,10,6.65,8.08,9.55,9.18,8.88,8.81,9.56,9.79,10,9.54,9.82,8.94,6.54,8.43,8.13,9.12,8.63,10,7.85,3.08,7.74,6.22,8.32,10,8.61,10,9.54,3.9,4.49,3.71,8,10,3,5.52,5.35,7.56,9.52,8.37,9.87,8.96,8.27,7.77
2014,FJI,Fiji,6.53,106,3,4.76,9.46,6,5,5,5,4.95,6.04,3.13,4.6,4.5,7.58,,5.11,7.71,,,5.2,5.91,8.52,9.89,0,6.08,6.65,7.68,0,4.78,,6.42,6.42,10,4.48,0,10,4.83,6.51,10,8.92,10,9.64,7.77,,,10,8.27,10,9.01,,6.89,7.92,,8.62,7.81,7.81,8.82
2014,FRA,France,7.44,43,2,2.84,2.43,8,5,2,3.5,7.44,4.84,6.87,5.86,7.59,9.17,8.33,6.43,7.07,7.21,5.9,6.97,9.23,9.84,9.9,10,9.74,9.82,8.94,6.54,8.43,7.13,9.96,8.55,10,7.09,5.38,7.74,6.74,8.43,8,8,10,8.67,2.23,3.03,6.33,4,8.5,10,5.68,3.2,8.67,9.86,6.02,7.93,8.46,7.36,7.23
2014,GAB,Gabon,5.53,145,4,2.91,9.81,6,5,2,3.5,4.36,5.32,3.32,3.7,5.31,3.33,5,2.92,4.6,4.21,6.2,3.85,9.2,5.63,9.07,0,5.98,,6.46,6.11,6.28,5.48,3.3,4.39,10,6.38,1.54,0.22,2.71,5.85,5,10,9,8,8.33,3.98,5.79,8,8.5,10,7.43,3.91,0.67,8.2,4.23,5.55,4.53,4.51,6.65
2014,GBR,United Kingdom,7.97,10,1,4.99,5.35,8,6,2,4,8.25,6.12,8.68,7.45,8.81,10,8.33,4.5,8.08,7.68,6.92,7.83,9.51,9.79,9.71,10,9.75,9.81,8.94,6.54,8.43,7.15,9.24,8.2,10,7.96,4.62,9.07,7.22,8.46,8,5.32,8,7.11,8.9,5.22,7.83,8,8.53,10,8.08,4.87,7.78,9.85,7,9.21,8.77,7.91,7.7
2014,GEO,Georgia,8.01,8,1,6.08,6.93,8,10,10,10,7.46,7.69,5.24,4.69,5.57,5.69,,6.5,9.95,7.28,7.93,6.61,8.79,8.24,9.39,10,9.11,9.79,9.7,8.28,9.26,7.41,8.08,7.75,10,7.06,6.15,9.51,7.58,8.65,10,8.85,10,9.62,6.67,7.39,7.84,8,9.26,1,6.69,6.2,8,9.9,5.86,10,5.94,7.65,7.99
2014,GHA,Ghana,6.25,121,4,7.92,9.64,6,9,5,7,6.9,7.49,5.47,5,5.3,5,4.17,3.72,8.77,5.14,5.12,5.23,6.32,9.16,6.9,0,5.6,7.29,7.42,7.16,7.29,6.8,0.69,3.74,10,7.07,3.85,2.54,4.49,6.38,8,3.7,10,7.23,8.9,4.66,5.36,8,0,10,6.15,4.1,6,9.34,3.64,7.39,7.49,6.33,6.57
2014,GIN,Guinea,5.4,147,4,6.56,,6,5,3,4,4.66,5.31,1.72,2.25,2.71,0.83,4.17,5.39,6.37,3.39,4.35,3,9.63,7.38,8.06,5,7.52,,7.62,7.19,7.41,5.05,1.26,3.16,5.82,4.14,0.83,2.32,2.43,4.7,,10,,10,3.33,4.04,7.24,6,8.14,0,4.79,4.17,0,8.87,1.77,8.09,5.07,4.66,6.48
2014,GMB,"Gambia, The",7.24,62,2,8.67,9.58,4,8,8,8,5.85,7.22,4.57,5.11,5.24,3.33,5.83,5.09,6.25,6.04,7.26,5.28,8.93,9.14,8.81,10,9.22,5.24,7.18,7.01,6.48,6.56,4.52,5.54,10,8.12,7.69,10,8.6,7.66,8,1.63,9,6.21,10,6.38,7.85,6,10,10,8.37,5.07,2.22,7.71,5.13,8.57,6.35,5.84,6.81
2014,GNB,Guinea-Bissau,5.21,150,4,7.69,,0,10,7,8.5,4.42,5.15,1.72,3.16,0,2.5,4.17,3.48,7.2,,,2.85,7.33,8.32,9.7,0,6.34,,7.62,7.29,7.45,,5.1,5.1,10,4.14,0.77,1.55,2.15,6.18,8,8.02,2,6.01,3.33,,,8,2.52,0,3.46,,3.78,8.13,,9,7.67,7.14,5.54
2014,GRC,Greece,6.95,80,3,5.28,4,4,4,1,2.5,6.1,4.38,4.68,3.2,5.02,8.33,7.5,4.13,8.01,5.63,6.66,5.91,9.84,9.24,9.74,10,9.7,9.82,8.94,6.54,8.43,6.86,9.42,8.14,10,5.82,3.08,7.74,5.55,8.03,10,7.65,10,9.22,5.57,3.39,3.53,6,5.51,3,4.5,2.33,6,9.56,3.86,8.89,7.84,6.41,6.71
2014,GTM,Guatemala,7.64,31,1,8.46,9.88,10,10,9,9.5,9.23,9.41,3.3,3.64,5.36,6.67,4.17,3.39,8.33,3.18,1.85,4.31,9.51,9.53,9.32,10,9.59,9.41,8.88,7.51,8.6,6.07,6.62,6.34,10,6.67,7.69,8.74,7.7,8.16,10,9.43,9,9.48,4.43,5.28,7.51,4,1.26,3,4.25,4.36,6,9.09,3.47,8.33,7.13,6.4,6.71
2014,GUY,Guyana,6.26,120,4,6.42,,4,8,4,6,6.46,5.72,3.86,4.12,4.53,6.67,2.5,4.56,7.07,2.99,4.38,4.35,8.88,8.43,9.82,5,8.03,,7.76,5.21,6.48,6.23,1.45,3.84,10,5.66,6.67,4.54,5.62,6.49,10,0,9,6.33,8.9,5.86,6.86,10,5.68,10,7.88,3.99,4.44,9.31,3.12,7.74,7.13,5.95,6.72
2014,HKG,Hong Kong,8.92,1,1,8.08,9.44,7,10,10,10,6.61,8.22,8.86,7.96,8.68,8.33,8.33,6.46,6.95,8.69,8.47,8.08,8.99,9.43,9.11,10,9.38,9.99,10,10,10,9.19,9.27,9.23,10,9.21,6.92,10,8.71,9.48,10,10,10,10,10,7.94,8.86,10,9.5,10,9.38,7.05,10,9.94,7.34,9.74,9.17,8.87,9.42
2014,HND,Honduras,7.29,56,2,7.06,10,10,9,9,9,9.84,9.18,3.9,4.51,5.24,5,2.5,2.86,7.71,3.65,2.82,3.97,9.23,8.84,8.77,10,9.21,9.51,8.86,7.01,8.46,6.17,4.08,5.13,10,6.8,2.31,8.63,5.91,7.38,10,7.01,9,8.67,0,4.34,6.24,8,2.52,10,5.18,3.72,3.78,9.11,3.89,9.57,7.49,6.26,6.7
2014,HRV,Croatia,7.03,75,2,4.14,4.3,8,4,0,2,6.7,5.03,3.7,2.19,4.66,8.33,7.5,5.14,7.18,5.74,7.37,5.6,7.6,9.64,9.96,10,9.3,9.91,8.94,6.54,8.46,6.03,9.96,8,10,5.2,4.62,7.63,5.82,8.07,8,7.32,10,8.44,5.57,4.65,6.9,6,7.51,10,6.77,1.88,5.56,9.49,3.86,8.82,7.69,6.21,7.14
2014,HTI,Haiti,6.66,97,3,9.19,9.92,2,8,,8,9.4,7.7,2.75,2.44,2.61,0,2.5,3.88,2.67,3.36,3.27,2.47,9.14,9.42,9.09,5,8.16,,9.04,7.68,8.36,5.01,7.02,6.01,10,3.75,9.23,10,7.66,8.01,8,7.48,9,8.16,6.67,5.06,6.88,10,10,10,8.1,3.48,0,4.37,2.67,9.59,7.94,4.67,6.98
2014,HUN,Hungary,7.34,50,2,3.34,5.43,7,10,3,6.5,5.01,5.46,4.35,3.25,4.08,10,6.67,6.58,8.04,5.24,6.68,6.1,8.08,9.93,9.95,10,9.49,9.82,8.94,6.54,8.43,7.32,9.96,8.64,10,7.62,3.85,7.74,6.4,8.37,8,9.01,10,9,7.23,4.91,7.5,2,7.76,10,6.57,2.64,7.33,9.61,3.67,8,6.9,6.36,7.31
2014,IDN,Indonesia,7.09,71,2,7.56,8.84,10,8,7,7.5,6.5,8.08,5.05,4.85,5.53,4.17,5,1.92,5.93,5.22,4.86,4.54,9.08,9.26,8.72,10,9.26,9.43,8.62,6.16,8.07,6.69,3.98,5.33,10,7.22,1.54,8.3,5.69,7.27,5,9.3,10,8.1,1.1,5.54,6.2,10,0,5,4.64,4.64,4.44,8.16,4.51,7.48,7.38,6.1,6.28
2014,IND,India,6.32,116,3,7.29,8.98,10,8,8,8,6.73,8.2,5.03,5.21,4.61,6.67,6.67,2.59,6.65,4.72,5.04,4.72,9.96,8.9,8.73,0,6.9,7.93,7.3,3.25,6.16,5.68,1.72,3.7,10,6.9,0,0.33,2.41,5.57,2,7.62,10,6.54,6.67,3.71,7.22,2,6.3,10,5.98,4.94,3.11,8.93,4.48,7.75,7.28,6.08,6.2
2014,IRL,Ireland,8.21,6,1,3.73,5.91,10,5,3,4,8.17,6.36,8.76,6.6,8.45,10,10,3.93,8.58,8.52,7.5,8.04,9.13,9.42,9.96,10,9.63,9.82,8.94,6.54,8.43,7.82,9.08,8.45,10,9,7.69,8.85,8.51,8.85,8,8.36,10,8.79,8.9,4.66,3.6,10,6.37,10,7.26,5.58,10,9.81,7.62,8.47,9.08,8.42,8.16
2014,IRN,Iran,5.48,146,4,6.43,7.99,7,7,7,7,2.84,6.25,4.35,3.62,4.91,7.5,6.67,5.63,7.77,5.05,5.15,4.4,9.64,5.52,9.55,10,8.68,7.52,4.68,0,4.07,4.87,0,2.43,4.14,2.66,0.83,0.44,1.31,2.99,0,9.61,5,4.87,8.9,3.73,4.6,8,2.52,1,4.79,3.38,0.89,9.49,3.97,9.33,6.14,5.53,5.07
2014,IRQ,Iraq,,,,,,,,,,3.69,,,,,,,,,,,,6.16,5.45,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ISL,Iceland,7.29,56,2,2.54,7.77,8,4,3,3.5,6.89,5.74,7.86,6.74,7.49,10,10,6.78,8.75,8.55,8.75,8.32,10,9.23,9.59,0,7.21,9.8,8.94,2.79,7.18,5.27,8.77,7.02,10,4.51,0.77,7.74,4.34,7.13,5,10,10,8.33,5.57,7.41,6.12,8,10,10,7.85,5.24,7.78,9.82,6.87,9.55,8.43,7.95,8.04
2014,ISR,Israel,7.47,41,2,3.24,6.96,10,5,5,5,6.61,6.36,7.92,5.32,6.76,4.17,8.33,3.46,5.74,5.19,6.5,5.77,8.68,9.51,9.9,10,9.52,9.73,9.08,5.8,8.21,7.38,7.33,7.35,10,6.47,6.15,9.85,7.49,8.26,10,10,10,10,8.9,5.33,7.18,8,2.52,0,5.32,3.54,8.44,9.55,5.05,7.51,7.37,6.91,7.41
2014,ITA,Italy,7.42,45,2,4.64,3.34,10,4,1,2.5,9.52,6,4.27,2.07,5.09,10,6.67,3.6,8.25,6.41,5.09,5.72,9.43,9.8,9.95,10,9.79,9.81,8.94,6.54,8.43,6.31,9.96,8.14,10,4.8,6.92,7.74,6.49,8.27,10,8.35,10,9.45,5.57,2.45,3.68,8,10,10,6.62,1.5,6.89,9.68,3.35,7.2,6.98,5.93,7.33
2014,JAM,Jamaica,7.07,72,2,7.41,8.32,7,9,5,7,7.97,7.54,6.26,4.05,5.85,10,4.17,2.76,6.44,4.27,1.44,4.81,6.14,9.22,8.34,10,8.43,3.39,8.3,5.38,5.69,6.88,3.99,5.44,10,7.34,0,10,5.78,6.73,10,9.65,9,9.55,8.9,5.13,6.9,10,6.55,10,7.91,3.38,5.11,9.85,3.74,8.81,5.99,6.15,7.87
2014,JOR,Jordan,7.45,42,2,5.99,7.8,10,10,8,9,5.94,7.75,6.02,5.56,6.38,7.5,6.67,3.38,6.64,7.14,5.7,4.62,9.3,9.24,9.42,10,9.49,9.24,7.96,4.08,7.09,6.02,7.38,6.7,10,7.19,6.15,10,7.78,7.89,10,3,10,7.67,8.9,3.98,7.79,6,10,10,7.78,4.93,4.22,9.4,5.31,9.88,8.31,7.01,7.48
2014,JPN,Japan,7.75,25,1,4.3,4.07,8,4,4,4,9.63,6,8.64,6.64,8.63,8.33,8.33,6.33,7.85,8.29,7.3,7.61,9.3,9.38,9.45,10,9.53,9.63,9.16,3.48,7.42,5.38,8.13,6.75,10,5.74,8.46,7.08,7.09,7.82,8,6.56,9,7.85,8.9,3.28,8.02,8,10,10,8.03,4.27,9.11,9.59,7.78,7.71,6.3,7.46,7.78
2014,KAZ,Kazakhstan,7.12,68,2,6.44,8.61,6,10,8,9,4.72,6.96,4.62,4.81,5.39,8.33,5.83,6.34,9.88,4.69,6.78,5.62,9.95,7.32,8.66,10,8.98,5.36,8.28,6.28,6.64,4.54,4.88,4.71,10,5.25,2.31,1.66,3.07,6.11,8,10,10,9.33,10,6.68,7.39,10,9.26,3,7.72,4.46,6,9.84,4.32,8.41,7.89,6.82,7.96
2014,KEN,Kenya,7.06,73,2,7.44,9.85,6,8,8,8,6.88,7.64,5.12,4.93,5.32,6.67,3.33,4.09,7.47,4.78,2.8,4.81,8.9,8.42,8.62,10,8.99,7.73,7.44,5.19,6.79,4.76,5.22,4.99,10,6.38,3.85,3.76,4.66,6.61,10,4.91,9,7.97,6.67,5.95,6.61,8,9.64,10,7.81,4.5,3.33,8.8,3.38,8.53,7.74,6.05,7.28
2014,KGZ,Kyrgyz Republic,6.92,81,3,7.24,8.47,6,10,7,8.5,6.61,7.36,3.14,3.33,3.83,4.22,,4.52,9.87,3.43,5.23,4.19,9.13,7.08,8.49,10,8.68,8.17,9.08,7.96,8.4,4.57,7.8,6.19,10,4.77,2.31,8.74,5.27,7.46,8,10,8,8.67,5,5.93,7.04,10,7.76,1,6.12,4.09,3.33,9.66,2.75,8.6,7.48,5.98,6.92
2014,KHM,Cambodia,7.16,65,2,9.82,9.64,2,10,10,10,8.08,7.91,2.49,2.86,4.29,6.2,,1.83,7.5,3.24,5.15,4.19,8.16,9.65,9.23,10,9.26,8.12,7.76,6.46,7.45,5.37,4.11,4.74,10,6.75,6.92,10,7.89,7.52,,9.24,,9.24,6.67,5.46,6.71,10,6.3,5,6.69,4.08,2.89,6.31,2.96,4.99,8.06,4.88,6.94
2014,KOR,"Korea, South",7.54,35,1,4.99,7.27,10,6,5,5.5,6.71,6.89,4.74,4.38,5.97,6.67,8.33,8.11,8.2,6.04,6.04,6.24,9.01,9.49,9.75,10,9.56,9.59,7.34,0,5.64,5.86,9.57,7.71,10,6.68,6.15,10,7.61,7.74,8,10,10,9.33,5.57,3.55,7.43,10,2.52,0,4.84,3.54,10,9.72,4.44,9.99,7.89,7.6,7.26
2014,KWT,Kuwait,6.59,102,3,0.59,7.19,6,10,10,10,2.82,5.32,6.52,5.18,5.57,8.33,6.67,5.07,8.91,5.67,7.24,4.97,8.57,5.22,9.42,10,8.3,9.58,9.06,7.89,8.84,5.92,2.68,4.3,10,3.94,3.08,6.2,4.4,6.89,10,10,10,10,10,5.14,7.53,4,4.39,10,6.84,2.87,1.33,8.96,4.21,7.4,8.9,5.61,7.48
2014,LAO,Laos,6.6,101,3,6.68,9.77,,9,9,9,1.84,6.82,4.45,4.59,4.28,7.53,,5.21,8.64,5.38,6.75,5.85,6.1,8.38,9.17,5,7.16,8.85,8,6.6,7.82,5.49,1.94,3.72,10,5.87,1.67,10,5.85,6.84,,8.81,8,8.4,4.43,5.24,7.79,10,1.02,1,4.91,4.89,1.33,7.61,4.28,9.57,5.94,5.6,6.31
2014,LBN,Lebanon,7.02,76,2,8.08,7.53,10,10,8,9,6.9,8.3,2.83,3.31,5.11,3.33,6.67,3.16,7.42,2.93,4.71,3.91,9.81,9.2,9.85,10,9.71,9.13,8.86,5.35,7.78,5.85,2.24,4.05,10,4.74,1.54,9.29,5.19,6.75,10,0,10,6.67,5.57,4.81,7.17,8,10,10,7.59,3.21,0.67,9.05,2.19,6.93,7.95,5,6.42
2014,LBR,Liberia,7.11,69,2,8.71,8.64,,9,7,8,8.43,8.45,5.38,4.9,5.67,5,3.33,2.87,4.9,4.43,5.42,4.65,9.79,8.74,8.03,10,9.14,6.43,7.96,6.9,7.1,,0,0,10,,8.46,1.77,5.12,5.55,8,8.62,9,8.54,7.77,,,10,3.09,10,7.71,4.98,2.44,9.68,,9.7,8.44,7.05,7.77
2014,LBY,Libya,4.82,156,4,0,,0,10,9,9.5,5.22,3.68,3.4,2.33,3.28,5,6.67,3.64,,1.67,2.45,3.21,7.21,3.34,8.4,5,5.99,,,,,5.51,4.26,4.88,7.19,5.01,0.77,0.33,2.04,4.7,,10,10,10,7.23,2.65,5.39,6,6.25,10,6.25,4.9,0,8.48,3.13,,0.03,3.31,6.52
2014,LKA,Sri Lanka,6.7,93,3,8.55,9.4,7,9,8,8.5,4.97,7.68,5.42,5.38,5.53,3.33,4.17,3.62,7.36,4.42,6.99,4.93,9.49,9.05,9.34,5,8.22,7.46,8.1,0.99,5.52,5.1,5.47,5.28,10,7,0,0,2.33,5.78,5,7.52,10,7.51,10,4.27,6.66,8,0,10,6.49,4.12,5.33,9.48,3.52,9.03,8.13,6.6,6.87
2014,LSO,Lesotho,6.58,105,3,2.59,8.89,0,8,8,8,7.54,5.41,6.39,4.34,5.72,5.58,,3.93,6.43,6.11,7.96,5.47,8.39,8.59,8.93,5,7.73,0,8.48,5.59,4.69,4.89,9.74,7.32,10,6.29,2.31,5.09,4.56,6.64,10,9.12,10,9.71,6.67,4.88,4.97,8,6.55,10,6.84,5.71,4.44,8.97,4.84,7.98,6.37,6.39,7.64
2014,LTU,Lithuania,7.94,13,1,5.53,6.4,8,10,4,7,10,7.39,4.78,4.04,5.48,8.33,6.67,6.77,9.69,5.51,6.66,6.44,8.43,9.23,9.98,10,9.41,9.81,8.94,6.54,8.43,6.35,9.72,8.04,10,5.58,3.85,7.74,5.72,8.05,10,9.58,10,9.86,8.33,4.43,8.2,10,6.25,10,7.87,3.43,9.78,9.88,4.8,9.24,8.08,7.54,8.42
2014,LUX,Luxembourg,7.93,14,1,1.37,4.03,8,6,5,5.5,8.46,5.47,8.7,7.42,8.72,10,10,7.46,6.18,8.57,8.3,8.37,8.76,9.31,9.87,10,9.49,9.81,8.94,6.54,8.43,8.3,9.96,9.13,10,8.62,3.85,7.74,6.74,8.57,8,10,10,9.33,2.23,3.46,5.77,6,8.5,10,5.99,5.59,7.11,9.31,7.65,8.36,9.38,7.9,7.74
2014,LVA,Latvia,7.89,16,1,5.2,6.28,8,9,4,6.5,9.23,7.04,5.26,3.6,6.2,8.33,8.33,5.53,9.03,6.07,7.16,6.61,8.44,8.84,9.88,10,9.29,9.81,8.94,6.54,8.43,7.53,9.42,8.47,10,6.54,6.92,7.74,7.07,8.49,8,9.2,10,9.07,5,5.19,8.15,10,7.76,10,7.68,4.21,9.33,9.81,4.67,8.23,7.84,7.35,8.03
2014,MAR,Morocco,6.5,108,3,4.47,7.29,8,5,3,4,7.15,6.18,4.24,4.29,6.15,6.67,7.5,5.09,7.49,6.44,7.41,5.43,9.9,9.59,9.91,0,7.35,9.27,7.76,3.59,6.88,5.15,4.42,4.79,10,6.23,0.77,7.41,4.8,6.62,8,8.26,8,8.09,0,4.86,6.82,8,5.29,10,5.83,4.21,5.33,9.58,4.84,9.43,7.63,6.84,6.92
2014,MDA,Moldova,6.62,99,3,6.94,6.51,6,10,4,7,5.23,6.34,1.77,2.29,3.72,6.67,6.67,4.32,9.6,3.48,6.57,4.4,8.38,8.98,8.98,5,7.83,9.28,9.08,7.66,8.67,5.44,8.81,7.13,10,4.7,0.77,6.53,4,7.45,10,9.09,10,9.7,5.57,4.36,7.53,6,6.79,3,5.54,3.31,6,9.83,2.6,6.42,7.92,6.01,7.08
2014,MDG,Madagascar,6.52,107,3,8.44,9.91,7,10,7,8.5,8.71,8.51,2.58,2.68,3.45,1.67,4.17,2.96,5.09,3.01,4.64,2.89,8.89,9.49,8.78,5,8.04,8.69,7.66,7.29,7.88,5.42,4.62,5.02,10,5.64,0.77,10,5.47,7.09,10,8.12,5,7.71,0,5.46,6.87,8,7.12,1,4.74,3.74,2.44,9.12,3.06,7.85,7.95,5.69,6.05
2014,MEX,Mexico,6.84,87,3,7.17,6.32,8,8,8,8,8.37,7.57,3.62,3.43,5,5,2.5,5.66,7.12,3.03,2.77,4.24,8.64,9.41,9.2,5,8.06,9.78,8.5,4.39,7.56,6.41,8.47,7.44,10,7.34,1.54,7.3,5.39,7.6,8,7.67,9,8.22,6.67,3.63,6.32,8,4.82,3,5.41,2.94,7.56,9.61,3.13,9.49,6.79,6.59,6.74
